Gene	p avg	Name
ACYP2	0.004491754975364593	acylphosphatase 2
SEMA4C	0.004536255712421033	semaphorin 4C
KRI1	0.004560858057968213	KRI1 homolog
ATP2C1	0.004561265527199134	ATPase secretory pathway Ca2+ transporting 1
USE1	0.004631212336667494	unconventional SNARE in the ER 1
RAD23A	0.004743081098700034	RAD23 homolog A, nucleotide excision repair protein
COPA	0.004775831849705665	COPI coat complex subunit alpha
AKT1	0.004840175840448097	AKT serine/threonine kinase 1
NBAS	0.004864676939796143	NBAS subunit of NRZ tethering complex
TRPM4	0.004871183084902202	transient receptor potential cation channel subfamily M member 4
CASP14	0.00488728227087009	caspase 14
CSF1	0.004941439531324598	colony stimulating factor 1
SH2D4A	0.004959314036746532	SH2 domain containing 4A
LRRC59	0.0049929668246695424	leucine rich repeat containing 59
TM9SF3	0.005114506955735817	transmembrane 9 superfamily member 3
B4GALT4	0.0051147086325473165	beta-1,4-galactosyltransferase 4
PTRH2	0.0051429227648869015	peptidyl-tRNA hydrolase 2
ARHGEF10L	0.005146514352732081	Rho guanine nucleotide exchange factor 10 like
STT3B	0.005240445070649328	STT3 oligosaccharyltransferase complex catalytic subunit B
PEX26	0.0052843898096285764	peroxisomal biogenesis factor 26
OSBPL5	0.005341187886889746	oxysterol binding protein like 5
DCAF16	0.005372665139138255	DDB1 and CUL4 associated factor 16
CYP51A1	0.005417725580895168	cytochrome P450 family 51 subfamily A member 1
IPO9	0.005495949611376724	importin 9
NEDD4	0.005549265670713252	NEDD4 E3 ubiquitin protein ligase
PAPSS2	0.005589068851328826	3'-phosphoadenosine 5'-phosphosulfate synthase 2
MSL3	0.005622738705222155	MSL complex subunit 3
RHBDD2	0.0056955354998898255	rhomboid domain containing 2
GNAI3	0.005711795952996326	G protein subunit alpha i3
FAM193B	0.005771628157477283	family with sequence similarity 193 member B
YBEY	0.00577368262694309	ybeY metalloendoribonuclease
DNAJC1	0.005821985407187085	DnaJ heat shock protein family (Hsp40) member C1
PEX11A	0.005822091566716725	peroxisomal biogenesis factor 11 alpha
KRT72	0.0058538395406306214	keratin 72
AP1M2	0.006005418290231474	adaptor related protein complex 1 subunit mu 2
LMNB2	0.006027605227238039	lamin B2
ESRP2	0.0060353381340103734	epithelial splicing regulatory protein 2
PEX1	0.006123439843837711	peroxisomal biogenesis factor 1
CYTIP	0.006144085717636342	cytohesin 1 interacting protein
XPNPEP3	0.00614636952252565	X-prolyl aminopeptidase 3
SLC38A1	0.006244388626376543	solute carrier family 38 member 1
PLXNB2	0.006261750874485853	plexin B2
PIGU	0.006292378833144975	phosphatidylinositol glycan anchor biosynthesis class U
CRIPT	0.006432979711460295	CXXC repeat containing interactor of PDZ3 domain
ALDH18A1	0.006437275526163545	aldehyde dehydrogenase 18 family member A1
DNAJB14	0.006452493259931899	DnaJ heat shock protein family (Hsp40) member B14
PBXIP1	0.006458139882690149	PBX homeobox interacting protein 1
CORO2A	0.006546655341638708	coronin 2A
ABI2	0.006554658148393334	abl interactor 2
RPA2	0.00662845679235614	replication protein A2
QPRT	0.006638199953007553	quinolinate phosphoribosyltransferase
NIPSNAP3B	0.006645699000515517	nipsnap homolog 3B
DUS3L	0.006664491659561152	dihydrouridine synthase 3 like
SH3BP5L	0.006673198985498748	SH3 binding domain protein 5 like
SLC25A1	0.006692648195400989	solute carrier family 25 member 1
TMEM120A	0.0067344943245009085	transmembrane protein 120A
SPOCD1	0.006737750960216883	SPOC domain containing 1
KLHDC7A	0.00676869934386176	kelch domain containing 7A
MAN1B1	0.0068236978278488165	mannosidase alpha class 1B member 1
THEM6	0.006841920229639658	thioesterase superfamily member 6
ACSL3	0.006888079472562735	acyl-CoA synthetase long chain family member 3
ACBD7	0.006942661811725476	acyl-CoA binding domain containing 7
CSNK1A1	0.007027243858165626	casein kinase 1 alpha 1
ZCCHC2	0.007060862603375866	zinc finger CCHC-type containing 2
SUB1	0.007070317234431989	SUB1 regulator of transcription
GBF1	0.007070725085299935	golgi brefeldin A resistant guanine nucleotide exchange factor 1
AR	0.007070763820620561	androgen receptor
MTHFR	0.007127447907074686	methylenetetrahydrofolate reductase
FBXL18	0.007137422825486411	F-box and leucine rich repeat protein 18
CSTF2T	0.007142924503424913	cleavage stimulation factor subunit 2 tau variant
HACD3	0.007204272563832125	3-hydroxyacyl-CoA dehydratase 3
SLC12A8	0.007237331935417792	solute carrier family 12 member 8
ZNF444	0.007388474119785295	zinc finger protein 444
GALNT10	0.007532677351158288	polypeptide N-acetylgalactosaminyltransferase 10
CPSF3	0.007619180084750072	cleavage and polyadenylation specific factor 3
ATAD1	0.007716717386991243	ATPase family AAA domain containing 1
POMGNT2	0.007759597512115133	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
PPP1R1B	0.007847512928218503	protein phosphatase 1 regulatory inhibitor subunit 1B
PRR5-ARHGAP8	0.007855882957898998	PRR5-ARHGAP8 readthrough
TM9SF4	0.007961915486513448	transmembrane 9 superfamily member 4
SUGP1	0.00800341146713341	SURP and G-patch domain containing 1
MIA3	0.008203515385164622	MIA SH3 domain ER export factor 3
PAFAH2	0.00820991288927051	platelet activating factor acetylhydrolase 2
TOP2A	0.008243865489502383	DNA topoisomerase II alpha
EI24	0.008288128784421806	EI24 autophagy associated transmembrane protein
TXNRD3	0.008290055993741654	thioredoxin reductase 3
ARFGEF3	0.00833207714764397	ARFGEF family member 3
HSPA8	0.008436408697534533	heat shock protein family A (Hsp70) member 8
RANBP9	0.008559166205301373	RAN binding protein 9
TRA2B	0.00856382764246077	transformer 2 beta homolog
ADAM15	0.008617430791147088	ADAM metallopeptidase domain 15
CTTNBP2	0.008684240097978238	cortactin binding protein 2
BIRC6	0.00868499408596169	baculoviral IAP repeat containing 6
SEC24B	0.00869829014023475	SEC24 homolog B, COPII coat complex component
ZNF787	0.00875367501560639	zinc finger protein 787
N4BP3	0.008760576987524754	NEDD4 binding protein 3
CSNK1G3	0.008942284875921937	casein kinase 1 gamma 3
TGFBR1	0.00898573081953745	transforming growth factor beta receptor 1
DNAJC19	0.008991010058089432	DnaJ heat shock protein family (Hsp40) member C19
OS9	0.00916823211949812	OS9 endoplasmic reticulum lectin
MLPH	0.009187294771252874	melanophilin
LSS	0.009276402256154398	lanosterol synthase
SEC23B	0.00928220865425968	SEC23 homolog B, COPII coat complex component
TRIM4	0.009292846620197274	tripartite motif containing 4
RAVER2	0.009348862020716768	ribonucleoprotein, PTB binding 2
RAVER1	0.00939282490313432	ribonucleoprotein, PTB binding 1
C2CD2L	0.009419674361847978	C2CD2 like
DHX33	0.00945345978011067	DEAH-box helicase 33
APOBEC3A_B	0.009455086098259197	APOBEC3A and APOBEC3B deletion hybrid
ZNF655	0.009477053001466462	zinc finger protein 655
RPTOR	0.00955470048103767	regulatory associated protein of MTOR complex 1
FAF2	0.009623172025390023	Fas associated factor family member 2
CCNY	0.009669866595498105	cyclin Y
RTN4	0.009704265501144284	reticulon 4
BCR	0.009755484013125183	BCR activator of RhoGEF and GTPase
NAB2	0.009801287212969344	NGFI-A binding protein 2
ITFG1	0.00988044983125037	integrin alpha FG-GAP repeat containing 1
RAB1A	0.010036188435222353	RAB1A, member RAS oncogene family
GNL1	0.010054294318745244	G protein nucleolar 1 (putative)
RING1	0.010070247167839427	ring finger protein 1
SPTLC3	0.010137502297284684	serine palmitoyltransferase long chain base subunit 3
RAB3A	0.010159687408165918	RAB3A, member RAS oncogene family
ARL6IP5	0.010226915771506733	ADP ribosylation factor like GTPase 6 interacting protein 5
ASCC1	0.010290599372424452	activating signal cointegrator 1 complex subunit 1
RTN3	0.010319238151882026	reticulon 3
TP53I11	0.010449616026562606	tumor protein p53 inducible protein 11
RALA	0.01046173609094168	RAS like proto-oncogene A
G3BP2	0.010511190628271216	G3BP stress granule assembly factor 2
TSPAN15	0.010541748711324208	tetraspanin 15
USP3	0.010556268687076818	ubiquitin specific peptidase 3
CANX	0.010678094910628346	calnexin
SH2B1	0.010727049586876845	SH2B adaptor protein 1
JAG1	0.010842438849225327	jagged canonical Notch ligand 1
ALG11	0.01088407607781956	ALG11 alpha-1,2-mannosyltransferase
CSTF1	0.010973459388076577	cleavage stimulation factor subunit 1
KPTN	0.010977362319774366	kaptin, actin binding protein
TSTD2	0.011011229098104274	thiosulfate sulfurtransferase like domain containing 2
HEATR5A	0.01101658823443043	HEAT repeat containing 5A
NR2C2AP	0.01105629886019218	nuclear receptor 2C2 associated protein
ITFG2	0.011113755053205717	integrin alpha FG-GAP repeat containing 2
ABHD16A	0.011301302073384992	abhydrolase domain containing 16A, phospholipase
NAALADL2	0.01132875959944002	N-acetylated alpha-linked acidic dipeptidase like 2
VPS41	0.011387182933828021	VPS41 subunit of HOPS complex
SLC35B3	0.011396539126818189	solute carrier family 35 member B3
ALG6	0.011495942758864246	ALG6 alpha-1,3-glucosyltransferase
RNF11	0.011513837865198231	ring finger protein 11
ATP9A	0.011560074885001843	ATPase phospholipid transporting 9A (putative)
DERL1	0.011594504041671483	derlin 1
PEX13	0.011628167515881539	peroxisomal biogenesis factor 13
C1orf109	0.011653940874374302	chromosome 1 open reading frame 109
CPT1A	0.011683571195981646	carnitine palmitoyltransferase 1A
TPCN1	0.011688221472084193	two pore segment channel 1
ALKBH2	0.011731207596938159	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
KAZN	0.011743075017794823	kazrin, periplakin interacting protein
SYMPK	0.011774948653571152	symplekin scaffold protein
ABCC4	0.01178824192652601	ATP binding cassette subfamily C member 4
PLCG1	0.011913025772525714	phospholipase C gamma 1
RAB5C	0.012040301525088648	RAB5C, member RAS oncogene family
MNT	0.012179776947200628	MAX network transcriptional repressor
TMEM87A	0.012242015049322326	transmembrane protein 87A
GET4	0.012247074067456298	guided entry of tail-anchored proteins factor 4
AMACR	0.012280276696242194	alpha-methylacyl-CoA racemase
PON2	0.012325803218177	paraoxonase 2
ARVCF	0.012334316565331549	ARVCF delta catenin family member
RPAIN	0.01247005595651594	RPA interacting protein
ACBD3	0.012505019190892409	acyl-CoA binding domain containing 3
MLEC	0.012553318391649162	malectin
ACLY	0.012624404693468802	ATP citrate lyase
AGPAT2	0.012651408681189906	1-acylglycerol-3-phosphate O-acyltransferase 2
S100P	0.012688812567632608	S100 calcium binding protein P
LGALS8	0.012712664925281607	galectin 8
TRIM47	0.012729623514391898	tripartite motif containing 47
TPRN	0.012780395577788706	taperin
TRIP11	0.012847414741427723	thyroid hormone receptor interactor 11
RPL32	0.012859079218915397	ribosomal protein L32
EPS8L1	0.012878418352292113	EPS8 like 1
GOLGA1	0.012942019281641405	golgin A1
KLRG2	0.012945683342865786	killer cell lectin like receptor G2
CLIC3	0.012979187952697278	chloride intracellular channel 3
ANKRD52	0.012983514680799536	ankyrin repeat domain 52
ZNF512	0.012986532321628018	zinc finger protein 512
KCTD18	0.013004486042032432	potassium channel tetramerization domain containing 18
PLEKHG3	0.013018958862343324	pleckstrin homology and RhoGEF domain containing G3
ASNSD1	0.013045514328403784	asparagine synthetase domain containing 1
ZBED6	0.013058428793008045	zinc finger BED-type containing 6
COPB1	0.01307315765556784	COPI coat complex subunit beta 1
MBOAT2	0.013079341126644455	membrane bound O-acyltransferase domain containing 2
DGKH	0.013151020839755645	diacylglycerol kinase eta
TJP2	0.01315260189108404	tight junction protein 2
STT3A	0.0132221179836189	STT3 oligosaccharyltransferase complex catalytic subunit A
LSM2	0.013347856401626865	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
MAL2	0.013391719403371891	mal, T cell differentiation protein 2
HDLBP	0.013456547041531458	high density lipoprotein binding protein
ACOX3	0.013493015351123839	acyl-CoA oxidase 3, pristanoyl
PLEKHS1	0.013515587838358411	pleckstrin homology domain containing S1
PIGT	0.013576664922173473	phosphatidylinositol glycan anchor biosynthesis class T
PRDM10	0.013599017198700537	PR/SET domain 10
ATP6V0A4	0.013603416918516352	ATPase H+ transporting V0 subunit a4
SAE1	0.01385469284687181	SUMO1 activating enzyme subunit 1
SREBF1	0.013879172118887966	sterol regulatory element binding transcription factor 1
SOX13	0.014112855281281683	SRY-box transcription factor 13
GIMAP2	0.014140027976951994	GTPase, IMAP family member 2
IPO4	0.014272972111348193	importin 4
FREM2	0.014295617699730563	FRAS1 related extracellular matrix 2
TMEM132A	0.014352708539249878	transmembrane protein 132A
RANBP3	0.014563159087389567	RAN binding protein 3
SARS2	0.014576603337000782	seryl-tRNA synthetase 2, mitochondrial
MAGT1	0.01459518476902124	magnesium transporter 1
EDEM3	0.014612889267943721	ER degradation enhancing alpha-mannosidase like protein 3
BTF3	0.014640907076570543	basic transcription factor 3
ING1	0.014694320427530027	inhibitor of growth family member 1
GLOD4	0.01473177701155169	glyoxalase domain containing 4
SNX7	0.01492169030222016	sorting nexin 7
C17orf62	0.014940364103838397	cytochrome b-245 chaperone 1
HIBCH	0.01496303162556033	3-hydroxyisobutyryl-CoA hydrolase
STX6	0.014978965820532274	syntaxin 6
RAB2B	0.015009067544186091	RAB2B, member RAS oncogene family
EMB	0.015025389408555873	embigin
UNK	0.015047946830543864	unk zinc finger
TIPIN	0.015095546307979903	TIMELESS interacting protein
SCP2	0.015110067214531148	sterol carrier protein 2
ITGA9	0.015141780820348009	integrin subunit alpha 9
TBL2	0.015157451521283546	transducin beta like 2
MED25	0.015181578505185419	mediator complex subunit 25
JMJD4	0.015217858156514115	jumonji domain containing 4
FCHSD2	0.01526429392936688	FCH and double SH3 domains 2
ZNF414	0.0152686381777438	zinc finger protein 414
AP2S1	0.01527489846498948	adaptor related protein complex 2 subunit sigma 1
PI4KB	0.015417014127661064	phosphatidylinositol 4-kinase beta
CADPS2	0.015426108874224163	calcium dependent secretion activator 2
RSBN1	0.015491114852760777	round spermatid basic protein 1
DYNLT1	0.015545213427288807	dynein light chain Tctex-type 1
ZNF451	0.015603025653205864	zinc finger protein 451
UBE2O	0.015657288086665378	ubiquitin conjugating enzyme E2 O
TESK1	0.015736685199262728	testis associated actin remodelling kinase 1
LUC7L3	0.015811826230309613	LUC7 like 3 pre-mRNA splicing factor
ZBTB14	0.01600523792570526	zinc finger and BTB domain containing 14
TMED5	0.016138445321898592	transmembrane p24 trafficking protein 5
VKORC1L1	0.01621152445443616	vitamin K epoxide reductase complex subunit 1 like 1
PM20D2	0.016212035010038456	peptidase M20 domain containing 2
C7orf43	0.016231072913346013	trafficking protein particle complex subunit 14
CDR2L	0.01630942525002488	cerebellar degeneration related protein 2 like
SRXN1	0.016312572610075404	sulfiredoxin 1
SEC22B	0.016320394936977206	SEC22 homolog B, vesicle trafficking protein
LZTS2	0.01636967820759361	leucine zipper tumor suppressor 2
ACAA1	0.016421898321912938	acetyl-CoA acyltransferase 1
MACC1	0.01644425182598879	MET transcriptional regulator MACC1
TMEM141	0.016462815541565246	transmembrane protein 141
EHMT1	0.016524044964048364	euchromatic histone lysine methyltransferase 1
NAA25	0.016626241677076603	N-alpha-acetyltransferase 25, NatB auxiliary subunit
SOX9	0.016848285116843546	SRY-box transcription factor 9
ZCCHC17	0.016860709831779935	zinc finger CCHC-type containing 17
COPZ1	0.01697153990976678	COPI coat complex subunit zeta 1
