Gene	r	p	Name
CRYBG2	-0.5064	2.617571712170712e-06	crystallin beta-gamma domain containing 2
GFUS	0.505	2.823465110480214e-06	GDP-L-fucose synthase
RNF26	-0.5031	3.112094459658809e-06	ring finger protein 26
GGCT	0.5024	3.233474176860962e-06	gamma-glutamylcyclotransferase
CDKN1C	-0.501	3.4707941078074945e-06	cyclin dependent kinase inhibitor 1C
ZDHHC3	0.4968	4.304059697427512e-06	zinc finger DHHC-type palmitoyltransferase 3
SNAPC3	-0.4964	4.394415228986095e-06	small nuclear RNA activating complex polypeptide 3
WBP2	-0.4955	4.600094528116932e-06	WW domain binding protein 2
JAG1	-0.4929	5.27619496078411e-06	jagged canonical Notch ligand 1
MAB21L4	0.4908	5.838424154726006e-06	mab-21 like 4
FHOD1	0.4904	5.976670632259324e-06	formin homology 2 domain containing 1
P2RX7	-0.4904	5.984000655010895e-06	purinergic receptor P2X 7
ORMDL1	0.4885	6.558700942402272e-06	ORMDL sphingolipid biosynthesis regulator 1
TRIM65	-0.4879	6.772067702585958e-06	tripartite motif containing 65
COPB2	0.4875	6.904271908953102e-06	COPI coat complex subunit beta 2
CEP20	-0.4868	7.1310616451195535e-06	centrosomal protein 20
SPTLC1	0.4862	7.381860168059424e-06	serine palmitoyltransferase long chain base subunit 1
GALNT6	0.4862	7.382173860984471e-06	polypeptide N-acetylgalactosaminyltransferase 6
SMAD4	-0.4854	7.654246967728957e-06	SMAD family member 4
TOX4	0.4848	7.89423476865688e-06	TOX high mobility group box family member 4
SEC16A	0.4841	8.16173861388372e-06	SEC16 homolog A, endoplasmic reticulum export factor
FSIP1	0.4837	8.331953699950034e-06	fibrous sheath interacting protein 1
PRODH	0.4835	8.410536527628123e-06	proline dehydrogenase 1
GPRASP1	0.483	8.619134606340854e-06	G protein-coupled receptor associated sorting protein 1
ABHD11	0.4815	9.264215821953186e-06	abhydrolase domain containing 11
BMPR2	0.4801	9.961299360457355e-06	bone morphogenetic protein receptor type 2
SGSM3	0.4793	1.0351331676805646e-05	small G protein signaling modulator 3
TBCB	-0.4769	1.1597148141147543e-05	tubulin folding cofactor B
XPNPEP3	0.4766	1.1750220702805348e-05	X-prolyl aminopeptidase 3
ZNF564	-0.4754	1.2493112718330025e-05	zinc finger protein 564
DEGS1	0.4722	1.4513160077555828e-05	delta 4-desaturase, sphingolipid 1
SDR16C5	0.4711	1.5323467263629192e-05	short chain dehydrogenase/reductase family 16C member 5
DHCR24	0.4707	1.5577310048623694e-05	24-dehydrocholesterol reductase
VMP1	0.4705	1.5718115039525673e-05	vacuole membrane protein 1
EMB	-0.4697	1.6340277429075104e-05	embigin
DNAJC14	-0.4689	1.699981972716884e-05	DnaJ heat shock protein family (Hsp40) member C14
ESRP2	0.4676	1.809136245224681e-05	epithelial splicing regulatory protein 2
LNX2	0.4663	1.9158573248186613e-05	ligand of numb-protein X 2
ANO10	0.4653	2.0119454228216768e-05	anoctamin 10
FN3K	-0.4651	2.024942123169308e-05	fructosamine 3 kinase
ELF4	-0.4646	2.0739156448005056e-05	E74 like ETS transcription factor 4
ZSCAN21	-0.4638	2.158267617919911e-05	zinc finger and SCAN domain containing 21
FDFT1	0.4632	2.211812578803628e-05	farnesyl-diphosphate farnesyltransferase 1
DHDDS	-0.4628	2.2516662661435503e-05	dehydrodolichyl diphosphate synthase subunit
KCNB1	-0.4589	2.6971260013320543e-05	potassium voltage-gated channel subfamily B member 1
LTN1	0.4583	2.7735255119460715e-05	listerin E3 ubiquitin protein ligase 1
KL	0.4569	2.951693729146289e-05	klotho
GOLT1B	0.4566	2.99924176235975e-05	golgi transport 1B
CRIM1	-0.4563	3.038116776725437e-05	cysteine rich transmembrane BMP regulator 1
AKR1B15	0.456	3.072710462106916e-05	aldo-keto reductase family 1 member B15
NRG1	-0.455	3.213128004471395e-05	neuregulin 1
COPB1	0.455	3.214076163256905e-05	COPI coat complex subunit beta 1
FBXL2	0.4543	3.3205750661497674e-05	F-box and leucine rich repeat protein 2
TMED3	0.4523	3.633699510356408e-05	transmembrane p24 trafficking protein 3
C1D	-0.448	4.395669748658374e-05	C1D nuclear receptor corepressor
CIPC	0.4469	4.619676804305541e-05	CLOCK interacting pacemaker
COPA	0.446	4.797433306591618e-05	COPI coat complex subunit alpha
TC2N	0.4452	4.976121027792197e-05	tandem C2 domains, nuclear
RHOF	-0.445	5.0070603541317306e-05	ras homolog family member F, filopodia associated
ZNF521	-0.4449	5.033019854456747e-05	zinc finger protein 521
GFRA2	-0.4448	5.054354570554868e-05	GDNF family receptor alpha 2
MBD3	-0.4442	5.183425740241482e-05	methyl-CpG binding domain protein 3
MLH3	-0.444	5.239095181839193e-05	mutL homolog 3
GPAA1	0.4437	5.313339323141721e-05	glycosylphosphatidylinositol anchor attachment 1
THEGL	-0.4425	5.5988448532547184e-05	theg spermatid protein like
GPRASP2	-0.4424	5.61773745149446e-05	G protein-coupled receptor associated sorting protein 2
TSHZ3	0.4414	5.862130450783781e-05	teashirt zinc finger homeobox 3
CDK13	0.4409	5.990186278698875e-05	cyclin dependent kinase 13
SEL1L	0.4404	6.117146665283866e-05	SEL1L adaptor subunit of ERAD E3 ubiquitin ligase
SLC26A2	-0.4403	6.134621972420294e-05	solute carrier family 26 member 2
RAB43	0.4403	6.13831912510563e-05	RAB43, member RAS oncogene family
PRR11	0.4399	6.251055271480101e-05	proline rich 11
SLC35A2	0.4371	7.04576690576777e-05	solute carrier family 35 member A2
PCSK6	-0.4371	7.055314431121863e-05	proprotein convertase subtilisin/kexin type 6
DHX33	-0.4365	7.214976975535649e-05	DEAH-box helicase 33
CSTF3	0.4365	7.239431546690486e-05	cleavage stimulation factor subunit 3
CAPN13	0.4345	7.85619843025046e-05	calpain 13
SLITRK6	-0.4345	7.872025981966033e-05	SLIT and NTRK like family member 6
FANCB	-0.4344	7.896492275236242e-05	FA complementation group B
DHRS7B	0.4327	8.501636603684576e-05	dehydrogenase/reductase 7B
FBXL18	0.4321	8.712235857318511e-05	F-box and leucine rich repeat protein 18
WIPF2	0.432	8.745480900423848e-05	WAS/WASL interacting protein family member 2
SMC3	-0.4312	9.044387260999108e-05	structural maintenance of chromosomes 3
TIGD5	-0.431	9.103389773261456e-05	tigger transposable element derived 5
PTRH1	0.4302	9.426150209751054e-05	peptidyl-tRNA hydrolase 1 homolog
CDC42BPG	0.4284	0.0001014833539386	CDC42 binding protein kinase gamma
PRAMEF19	-0.4277	0.0001045318990522	PRAME family member 19
TNIK	0.4267	0.0001088674524033	TRAF2 and NCK interacting kinase
PLPP2	-0.4262	0.0001111097438921	phospholipid phosphatase 2
GOLGA8O	-0.4258	0.0001132083109643	golgin A8 family member O
IPCEF1	-0.4253	0.0001155684081312	interaction protein for cytohesin exchange factors 1
LDLRAP1	0.4246	0.0001185794458723	low density lipoprotein receptor adaptor protein 1
DOP1B	0.4239	0.0001221009421847	DOP1 leucine zipper like protein B
LRATD2	0.4236	0.0001236468897986	LRAT domain containing 2
AR	0.4227	0.0001281179724192	androgen receptor
DRC7	-0.4212	0.0001365293106328	dynein regulatory complex subunit 7
ACOT8	0.4204	0.0001409929417721	acyl-CoA thioesterase 8
FBXW10	-0.4189	0.0001496225771229	F-box and WD repeat domain containing 10
CASP14	0.4189	0.0001497824986748	caspase 14
FAM86B2	0.4186	0.0001512239221392	family with sequence similarity 86 member B2
PLXNB2	0.417	0.0001617390034937	plexin B2
COPG1	0.4166	0.0001643280660703	COPI coat complex subunit gamma 1
GALNT7	0.4164	0.0001650902456551	polypeptide N-acetylgalactosaminyltransferase 7
RBBP8	-0.4163	0.0001662229764576	RB binding protein 8, endonuclease
RAB3A	0.4156	0.0001709019600379	RAB3A, member RAS oncogene family
SERPINA9	0.4148	0.0001765035834224	serpin family A member 9
KMT2E	-0.4143	0.0001799547905663	lysine methyltransferase 2E (inactive)
POMGNT2	-0.4131	0.0001884528467977	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
GRAMD4	0.4131	0.0001888644031197	GRAM domain containing 4
PSIP1	-0.4125	0.0001927614198021	PC4 and SFRS1 interacting protein 1
TRA2B	-0.4122	0.000195047050195	transformer 2 beta homolog
BMF	-0.4122	0.000195059061144	Bcl2 modifying factor
ACP3	0.4115	0.0002010074923746	acid phosphatase 3
C2orf49	-0.4114	0.0002016240993951	chromosome 2 open reading frame 49
CBY2	-0.4111	0.0002042050456515	chibby family member 2
ATP13A1	0.411	0.0002046590478682	ATPase 13A1
GNPNAT1	0.4109	0.0002052913938232	glucosamine-phosphate N-acetyltransferase 1
CLGN	0.4105	0.000208943836595	calmegin
S100A3	-0.4105	0.0002090811718855	S100 calcium binding protein A3
DGAT1	0.4101	0.0002121102062986	diacylglycerol O-acyltransferase 1
SEC23B	0.4091	0.0002209417398044	SEC23 homolog B, COPII coat complex component
FEV	-0.4081	0.0002295370216187	FEV transcription factor, ETS family member
STIL	-0.4081	0.0002297727904492	STIL centriolar assembly protein
ANKRD55	-0.4079	0.0002312862194343	ankyrin repeat domain 55
DPM1	0.4076	0.0002339386238632	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
REXO1	-0.4076	0.0002341291471942	RNA exonuclease 1 homolog
SMIM1	0.4071	0.0002385107816626	small integral membrane protein 1 (Vel blood group)
PRUNE2	-0.4063	0.0002455707010317	prune homolog 2 with BCH domain
SPAG7	-0.4063	0.0002457764118071	sperm associated antigen 7
OR52D1	0.4063	0.0002463554403125	olfactory receptor family 52 subfamily D member 1
FAM222B	-0.4057	0.000251869012974	family with sequence similarity 222 member B
EIF5	0.4057	0.0002519658407069	eukaryotic translation initiation factor 5
GLYATL2	0.4052	0.0002564121014127	glycine-N-acyltransferase like 2
TTC31	-0.4047	0.0002611504673963	tetratricopeptide repeat domain 31
ZMYND11	-0.4046	0.0002627072081524	zinc finger MYND-type containing 11
ALDH18A1	0.4041	0.0002673422401668	aldehyde dehydrogenase 18 family member A1
RAB24	0.4032	0.0002766883873229	RAB24, member RAS oncogene family
TMED9	0.4024	0.0002857435400547	transmembrane p24 trafficking protein 9
COMT	0.4023	0.00028676348725	catechol-O-methyltransferase
HDLBP	0.4023	0.0002873110016042	high density lipoprotein binding protein
NAPEPLD	-0.4019	0.0002915696113682	N-acyl phosphatidylethanolamine phospholipase D
LIPT2	-0.4009	0.0003029158791164	lipoyl(octanoyl) transferase 2
CRAT	0.3997	0.0003163283004537	carnitine O-acetyltransferase
FGD1	-0.3992	0.0003226099461412	FYVE, RhoGEF and PH domain containing 1
SAP30	-0.3988	0.0003280001845843	Sin3A associated protein 30
ALCAM	0.3987	0.0003290369747484	activated leukocyte cell adhesion molecule
VAMP4	0.3986	0.0003297574237059	vesicle associated membrane protein 4
GBA	0.3979	0.0003389660372567	glucosylceramidase beta
PTPRB	-0.3977	0.0003414181688527	protein tyrosine phosphatase receptor type B
HERPUD2	0.3977	0.000341731924936	HERPUD family member 2
HSPBAP1	-0.3969	0.0003524118953878	HSPB1 associated protein 1
RAB3D	0.3955	0.0003700840693834	RAB3D, member RAS oncogene family
MUC17	-0.3954	0.0003718560409249	mucin 17, cell surface associated
COX15	0.3945	0.0003843127898419	cytochrome c oxidase assembly homolog COX15
ATL3	0.3943	0.0003871726117348	atlastin GTPase 3
RAB3GAP1	0.3937	0.000396826197491	RAB3 GTPase activating protein catalytic subunit 1
LMNB2	-0.3934	0.0004007128036646	lamin B2
FBXL20	0.3934	0.0004007776268564	F-box and leucine rich repeat protein 20
CD53	-0.3926	0.0004136942202771	CD53 molecule
RPA1	-0.392	0.0004219077490375	replication protein A1
SENP6	-0.3916	0.0004279681927251	SUMO specific peptidase 6
IDI1	0.3913	0.0004335022112019	isopentenyl-diphosphate delta isomerase 1
ZNF695	0.3908	0.0004407446592114	zinc finger protein 695
B4GALNT4	0.3903	0.0004487885716905	beta-1,4-N-acetyl-galactosaminyltransferase 4
CYP4X1	0.3903	0.0004491196503785	cytochrome P450 family 4 subfamily X member 1
FAR1	0.3896	0.0004611226550262	fatty acyl-CoA reductase 1
SMC6	-0.3896	0.0004618683912995	structural maintenance of chromosomes 6
MED1	0.3895	0.0004631268520346	mediator complex subunit 1
RNF138	-0.3895	0.0004632693147352	ring finger protein 138
PLEKHG2	-0.3894	0.0004638980807826	pleckstrin homology and RhoGEF domain containing G2
SMPD1	0.3889	0.0004731318345416	sphingomyelin phosphodiesterase 1
PASK	-0.3883	0.000484559928508	PAS domain containing serine/threonine kinase
SPTLC3	0.3881	0.0004868821507824	serine palmitoyltransferase long chain base subunit 3
RPN2	0.3879	0.0004914983775205	ribophorin II
ATN1	-0.3878	0.0004927345417244	atrophin 1
LRRC41	-0.387	0.0005071831109765	leucine rich repeat containing 41
MAL2	0.387	0.000507940601436	mal, T cell differentiation protein 2
SCYL3	0.386	0.0005250721397798	SCY1 like pseudokinase 3
ZBTB4	-0.3859	0.0005270140747616	zinc finger and BTB domain containing 4
ATP2A1	0.385	0.0005463328832404	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
APOBEC3A_B	-0.3849	0.0005469417305281	APOBEC3A and APOBEC3B deletion hybrid
CLCA2	0.3848	0.0005487534697893	chloride channel accessory 2
THADA	0.3847	0.0005518223990152	THADA armadillo repeat containing
ALG12	0.3844	0.0005572043402374	ALG12 alpha-1,6-mannosyltransferase
SCG3	-0.3842	0.0005612867989968	secretogranin III
STEEP1	-0.3842	0.000562309072382	STING1 ER exit protein 1
POLK	-0.3834	0.0005784969528649	DNA polymerase kappa
MBIP	-0.3833	0.0005798372036875	MAP3K12 binding inhibitory protein 1
MPHOSPH9	-0.3831	0.000583087461577	M-phase phosphoprotein 9
DERL1	0.3827	0.0005914744118529	derlin 1
ARSH	-0.382	0.0006081205445776	arylsulfatase family member H
FASN	0.3818	0.0006122847553257	fatty acid synthase
SH3BP4	0.3816	0.0006159432413685	SH3 domain binding protein 4
GALK2	0.3815	0.0006185319081196	galactokinase 2
CYP17A1	-0.3811	0.0006281654509671	cytochrome P450 family 17 subfamily A member 1
PRADC1	0.3804	0.000644216008102	protease associated domain containing 1
SCARB2	0.3803	0.0006453531520571	scavenger receptor class B member 2
BICRAL	-0.38	0.0006520465852134	BICRA like chromatin remodeling complex associated protein
MBOAT1	-0.3798	0.0006573095107703	membrane bound O-acyltransferase domain containing 1
GFPT1	0.3798	0.0006579189541617	glutamine--fructose-6-phosphate transaminase 1
ABI2	-0.3788	0.000680380486773	abl interactor 2
ERG	-0.3785	0.0006876845161962	ETS transcription factor ERG
RAB3C	0.3784	0.0006911214287509	RAB3C, member RAS oncogene family
ZNF718	0.3774	0.0007148375639126	zinc finger protein 718
TDO2	0.3774	0.0007159080818312	tryptophan 2,3-dioxygenase
HSP90AA1	0.3771	0.0007238574201547	heat shock protein 90 alpha family class A member 1
PLEKHG4B	-0.377	0.0007252617727353	pleckstrin homology and RhoGEF domain containing G4B
MED8	-0.3767	0.0007338777255803	mediator complex subunit 8
PDXDC1	0.3762	0.0007471466424006	pyridoxal dependent decarboxylase domain containing 1
COPE	0.3756	0.0007617115445921	COPI coat complex subunit epsilon
FAM168B	0.3751	0.0007752990344207	family with sequence similarity 168 member B
ZNF653	-0.375	0.0007798422251341	zinc finger protein 653
NDOR1	0.3743	0.0007972516026581	NADPH dependent diflavin oxidoreductase 1
RAB3GAP2	0.3743	0.0007992181712641	RAB3 GTPase activating non-catalytic protein subunit 2
USP40	0.3741	0.000803766914308	ubiquitin specific peptidase 40
OPTN	-0.374	0.0008065560995403	optineurin
UGT1A9	0.374	0.0008067959741596	UDP glucuronosyltransferase family 1 member A9
SETDB2	-0.3739	0.0008082384835642	SET domain bifurcated histone lysine methyltransferase 2
C16orf89	0.3735	0.0008215432560004	chromosome 16 open reading frame 89
GPR107	0.3732	0.0008301703706793	G protein-coupled receptor 107
ARMC2	0.3731	0.0008329149731925	armadillo repeat containing 2
HILPDA	0.373	0.0008354802394533	hypoxia inducible lipid droplet associated
NAALADL2	0.3729	0.0008385855840615	N-acetylated alpha-linked acidic dipeptidase like 2
ACYP2	-0.3726	0.0008464001208823	acylphosphatase 2
ACACA	0.3723	0.0008555313910022	acetyl-CoA carboxylase alpha
DESI1	0.3721	0.0008621633888346	desumoylating isopeptidase 1
EPC2	-0.3714	0.0008830845249226	enhancer of polycomb homolog 2
SDC2	-0.3713	0.0008855862180905	syndecan 2
ANGPTL8	-0.3709	0.0008975722645396	angiopoietin like 8
AACS	0.3705	0.0009106156704819	acetoacetyl-CoA synthetase
RNF17	-0.3704	0.0009141944140043	ring finger protein 17
MGAT2	0.3703	0.0009162228510703	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
TGFB1	-0.37	0.0009265287967455	transforming growth factor beta 1
UPF3A	-0.3698	0.000931635572122	UPF3A regulator of nonsense mediated mRNA decay
VTI1B	0.3696	0.0009376747185099	vesicle transport through interaction with t-SNAREs 1B
FAT4	-0.3694	0.0009463872280434	FAT atypical cadherin 4
CRYM	0.369	0.0009592689548721	crystallin mu
BRIP1	-0.3687	0.000968857338619	BRCA1 interacting helicase 1
IQGAP2	0.3686	0.0009722167002419	IQ motif containing GTPase activating protein 2
GLT8D2	0.3684	0.0009778387515554	glycosyltransferase 8 domain containing 2
BET1	0.3681	0.0009875290729276	Bet1 golgi vesicular membrane trafficking protein
ARHGAP32	0.3672	0.0010209089831984	Rho GTPase activating protein 32
TEKT3	0.3667	0.0010361902020396	tektin 3
COPZ1	0.3667	0.0010370698269881	COPI coat complex subunit zeta 1
NAA35	0.3666	0.001041472702874	N-alpha-acetyltransferase 35, NatC auxiliary subunit
TCHHL1	-0.3659	0.0010672151234446	trichohyalin like 1
SMC1A	-0.3658	0.0010695721031689	structural maintenance of chromosomes 1A
YKT6	0.3657	0.0010725795062939	YKT6 v-SNARE homolog
ACLY	0.3654	0.0010845128770833	ATP citrate lyase
CCNB2	-0.3648	0.0011082035840802	cyclin B2
C9orf40	-0.3642	0.0011304747198927	chromosome 9 open reading frame 40
NOXA1	0.3641	0.0011338886701476	NADPH oxidase activator 1
GLYATL1	0.364	0.0011376419398154	glycine-N-acyltransferase like 1
DCUN1D4	-0.3639	0.0011401759111412	defective in cullin neddylation 1 domain containing 4
ADAT2	0.3637	0.0011470322083579	adenosine deaminase tRNA specific 2
NIPSNAP3B	-0.3635	0.0011548277973961	nipsnap homolog 3B
MUCL1	0.3634	0.0011617482550812	mucin like 1
ADCK5	0.3633	0.0011641748943167	aarF domain containing kinase 5
GPATCH8	-0.3632	0.0011682027786924	G-patch domain containing 8
CKAP4	0.3625	0.0011950504971599	cytoskeleton associated protein 4
MIA2	0.3624	0.0012008745830246	MIA SH3 domain ER export factor 2
TRAPPC10	0.3623	0.0012039541089132	trafficking protein particle complex subunit 10
DLGAP1	-0.3606	0.001276755214437	DLG associated protein 1
FBXL6	0.3603	0.0012893171225833	F-box and leucine rich repeat protein 6
B4GALT4	-0.3602	0.0012910341841233	beta-1,4-galactosyltransferase 4
ZNF71	-0.3602	0.0012915215032729	zinc finger protein 71
KEL	-0.3602	0.0012924107492573	Kell metallo-endopeptidase (Kell blood group)
MTUS1	0.36	0.0013001790889538	microtubule associated scaffold protein 1
ARHGEF2	-0.3598	0.0013095107310984	Rho/Rac guanine nucleotide exchange factor 2
HPRT1	-0.3596	0.0013175848083634	hypoxanthine phosphoribosyltransferase 1
SRBD1	0.3595	0.0013238742403819	S1 RNA binding domain 1
SPIN4	-0.3591	0.0013410398785103	spindlin family member 4
HIF3A	-0.359	0.0013468061420039	hypoxia inducible factor 3 subunit alpha
MT-ND5	0.3589	0.0013489193857843	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5
OS9	0.3587	0.0013599996672977	OS9 endoplasmic reticulum lectin
PIGS	0.3586	0.0013607259210812	phosphatidylinositol glycan anchor biosynthesis class S
ABHD4	0.3585	0.0013648709842611	abhydrolase domain containing 4, N-acyl phospholipase B
C1orf109	-0.358	0.0013895243027938	chromosome 1 open reading frame 109
MROH5	0.358	0.001391595380188	maestro heat like repeat family member 5 (gene/pseudogene)
LPL	-0.3578	0.0014005777335694	lipoprotein lipase
CEP135	-0.3578	0.0014009720334464	centrosomal protein 135
CYTIP	-0.3576	0.0014082627558958	cytohesin 1 interacting protein
GSTO1	-0.3576	0.0014103336791102	glutathione S-transferase omega 1
PCDHGC3	0.3571	0.0014316129175258	protocadherin gamma subfamily C, 3
LRRC58	-0.3571	0.0014326944928801	leucine rich repeat containing 58
SLC2A10	0.357	0.001437939449165	solute carrier family 2 member 10
VBP1	-0.3569	0.0014400198698084	VHL binding protein 1
RLIM	-0.3566	0.0014536145263197	ring finger protein, LIM domain interacting
GTF2F1	-0.3566	0.0014573509672941	general transcription factor IIF subunit 1
IFT27	0.3565	0.0014587945600435	intraflagellar transport 27
TSGA10IP	-0.356	0.0014857921354066	testis specific 10 interacting protein
CLASRP	-0.3559	0.001489672548977	CLK4 associating serine/arginine rich protein
LMNB1	-0.3559	0.0014897598841845	lamin B1
CLIC3	0.3559	0.0014904371145591	chloride intracellular channel 3
E2F4	-0.3558	0.0014967281700221	E2F transcription factor 4
CCDC59	-0.3557	0.0015010556975006	coiled-coil domain containing 59
RAMAC	-0.3551	0.0015311554636965	RNA guanine-7 methyltransferase activating subunit
TRAPPC9	0.355	0.0015334138174724	trafficking protein particle complex subunit 9
RBM15B	0.355	0.001537044419725	RNA binding motif protein 15B
INF2	0.3546	0.0015557500314782	inverted formin 2
THEM6	0.3545	0.0015594001524548	thioesterase superfamily member 6
CEP250	-0.3538	0.0015944526149638	centrosomal protein 250
UGGT1	0.3537	0.0016037124787848	UDP-glucose glycoprotein glucosyltransferase 1
ZNF219	-0.3528	0.0016512583922086	zinc finger protein 219
TERF2	0.3527	0.0016536414479296	telomeric repeat binding factor 2
GCOM1	-0.3527	0.0016564915652143	GCOM1, MYZAP-POLR2M combined locus
HM13	0.3526	0.0016575661747127	histocompatibility minor 13
DIPK2A	-0.3526	0.0016622830391021	divergent protein kinase domain 2A
CYP51A1	0.3525	0.0016678668373888	cytochrome P450 family 51 subfamily A member 1
WDR26	0.3524	0.0016716751608019	WD repeat domain 26
UNK	-0.3523	0.0016739002470695	unk zinc finger
PACSIN2	0.3523	0.0016748988124393	protein kinase C and casein kinase substrate in neurons 2
HECA	-0.3523	0.0016757771160181	hdc homolog, cell cycle regulator
TAF13	-0.3523	0.0016768787280915	TATA-box binding protein associated factor 13
GPATCH11	-0.352	0.0016953348336009	G-patch domain containing 11
MLLT1	-0.3518	0.0017055003030109	MLLT1 super elongation complex subunit
NBAS	0.3517	0.001710228773406	NBAS subunit of NRZ tethering complex
WFS1	0.3515	0.0017223503912269	wolframin ER transmembrane glycoprotein
POLR2M	-0.3511	0.0017427862353441	RNA polymerase II subunit M
BNIP2	-0.3511	0.0017452620315781	BCL2 interacting protein 2
TPST2	0.3509	0.0017568441803766	tyrosylprotein sulfotransferase 2
ITPR3	0.3506	0.001769900794098	inositol 1,4,5-trisphosphate receptor type 3
DNAJC9	-0.3506	0.0017738103546644	DnaJ heat shock protein family (Hsp40) member C9
GSTA4	0.3505	0.0017760826307301	glutathione S-transferase alpha 4
FUNDC1	0.3505	0.0017777676885199	FUN14 domain containing 1
RPRD2	-0.3504	0.0017832059108474	regulation of nuclear pre-mRNA domain containing 2
SPZ1	-0.3502	0.0017949951943046	spermatogenic leucine zipper 1
CIR1	-0.3501	0.0017992228242719	corepressor interacting with RBPJ, CIR1
TM9SF2	0.3501	0.0018006600327796	transmembrane 9 superfamily member 2
DNAJB6	-0.3498	0.0018154588419137	DnaJ heat shock protein family (Hsp40) member B6
PAFAH1B1	-0.3497	0.0018213256361388	platelet activating factor acetylhydrolase 1b regulatory subunit 1
TBC1D30	0.3491	0.0018571845164345	TBC1 domain family member 30
SOX9	-0.3489	0.0018733201827421	SRY-box transcription factor 9
WDCP	-0.3487	0.0018868424476927	WD repeat and coiled coil containing
FSD1L	-0.3484	0.0019013615194008	fibronectin type III and SPRY domain containing 1 like
CLN6	-0.348	0.0019289988064338	CLN6 transmembrane ER protein
ARHGAP22	-0.3479	0.0019355943666168	Rho GTPase activating protein 22
PGGT1B	-0.3474	0.0019626375157071	protein geranylgeranyltransferase type I subunit beta
RAB4A	0.3474	0.0019658927316455	RAB4A, member RAS oncogene family
DUS3L	-0.3469	0.0019973086289789	dihydrouridine synthase 3 like
NSMCE3	-0.3466	0.0020172007779783	NSE3 homolog, SMC5-SMC6 complex component
KANK1	-0.3465	0.0020246268358414	KN motif and ankyrin repeat domains 1
SRPRB	0.3461	0.0020469542914626	SRP receptor subunit beta
